台灣,#genre#
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
欢笑剧场,https://live.goodiptv.club/api/bestv.php?id=hxjc8m/8000000
劲爆体育,https://live.goodiptv.club/api/bestv.php?id=jbtyhd8m/8000000
快乐垂钓,https://live.goodiptv.club/api/bestv.php?id=klcd8m/8000000
金鹰纪实,https://live.goodiptv.club/api/bestv.php?id=jyjs8m/8000000
戏曲精选,https://live.goodiptv.club/api/bestv.php?id=xqjx8m/8000000
上海第一财经,https://live.goodiptv.club/api/bestv.php?id=dycjhd8m/8000000
上视新闻,https://live.goodiptv.club/api/bestv.php?id=xwzhhd8m/8000000
上海都市,https://live.goodiptv.club/api/bestv.php?id=dshd8m/8000000
上海纪实,https://live.goodiptv.club/api/bestv.php?id=jspdhd/4000000
东方影视,https://live.goodiptv.club/api/bestv.php?id=dfyshd8m/8000000
五星体育,https://live.goodiptv.club/api/bestv.php?id=wxtyhd8m/8000000
上视外语,https://live.goodiptv.club/api/bestv.php?id=icshd8m/8000000
七彩戏剧,https://live.goodiptv.club/api/bestv.php?id=qcxjhd8m/8000000
上海教育,https://live.goodiptv.club/api/bestv.php?id=setvhd/8000000
全纪实,https://live.goodiptv.club/api/bestv.php?id=qjshd8m/8000000
生活时尚,https://live.goodiptv.club/api/bestv.php?id=shss8m/8000000
新视觉,https://live.goodiptv.club/api/bestv.php?id=xsjhd8m/8000000
游戏风云,https://live.goodiptv.club/api/bestv.php?id=yxfy8m/8000000
热门综艺,https://live.goodiptv.club/api/bestv.php?id=rmzy8m/8000000
超级体育,https://live.goodiptv.club/api/bestv.php?id=qcsj8m/8000000
健康养生,https://live.goodiptv.club/api/bestv.php?id=jkys8m/8000000
百变课堂,https://live.goodiptv.club/api/bestv.php?id=bbkt8m/8000000
看天下精选,https://live.goodiptv.club/api/bestv.php?id=ktxjx8m/8000000
华语影院,https://live.goodiptv.club/api/bestv.php?id=hyyy8m/8000000
电竞天堂,https://live.goodiptv.club/api/bestv.php?id=djtt8m/8000000
青春动漫,https://live.goodiptv.club/api/bestv.php?id=qcdm8m/8000000
宝宝动画,https://live.goodiptv.club/api/bestv.php?id=bbdh8m/8000000
星光影院,https://live.goodiptv.club/api/bestv.php?id=xgyy8m/8000000
谍战剧场,https://live.goodiptv.club/api/bestv.php?id=dzjc8m/8000000
全球大片,https://live.goodiptv.club/api/bestv.php?id=qqdp8m/8000000
热门剧场,https://live.goodiptv.club/api/bestv.php?id=rmjc8m/8000000
陶瓷高清,https://live.goodiptv.club/api/bestv.php?id=taocihd/8000000
中国教育-1,https://live.goodiptv.club/api/bestv.php?id=zgjy1t8m/8000000
中国教育-4,https://live.goodiptv.club/api/bestv.php?id=zgjy4hd8m/8000000
卡酷少儿,https://live.goodiptv.club/api/bestv.php?id=kkse8m/8000000
纪实科教,https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000
茶频道,https://live.goodiptv.club/api/bestv.php?id=cpdhdavs8m/8000000
足球高清,https://live.goodiptv.club/api/bestv.php?id=zqpd8m/8000000
炫动卡通,https://live.goodiptv.club/api/bestv.php?id=hhxd8m/8000000
东方财经,https://live.goodiptv.club/api/bestv.php?id=dfcjhd8m/8000000
都市剧场,https://live.goodiptv.club/api/bestv.php?id=dsjc8m/8000000
动漫秀场,https://live.goodiptv.club/api/bestv.php?id=dmxc8m/8000000
法治天地,https://live.goodiptv.club/api/bestv.php?id=fztd8m/8000000
金色学堂,https://live.goodiptv.club/api/bestv.php?id=jingsepd8m/8000000
魅力足球,https://live.goodiptv.club/api/bestv.php?id=mlyyhd8m/8000000

江苏卫视,https://php.teamv1.repl.co/bestv.php?id=jswshd8m/8000000
广西卫视,https://php.teamv1.repl.co/bestv.php?id=gxwshd8m/8000000
四川卫视,https://php.teamv1.repl.co/bestv.php?id=scwshd/8000000
湖南卫视,https://php.teamv1.repl.co/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://php.teamv1.repl.co/bestv.php?id=zjwshd8m/8000000
东方卫视,https://php.teamv1.repl.co/bestv.php?id=dfwshd8m/8000000
北京卫视,https://php.teamv1.repl.co/bestv.php?id=bjwshd8m/8000000
天津卫视,https://php.teamv1.repl.co/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://php.teamv1.repl.co/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://php.teamv1.repl.co/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://php.teamv1.repl.co/bestv.php?id=hljwshd8m/8000000
广东卫视,https://php.teamv1.repl.co/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://php.teamv1.repl.co/bestv.php?id=szwshd8m/8000000
湖北卫视,https://php.teamv1.repl.co/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://php.teamv1.repl.co/bestv.php?id=jlwshd8m/8000000
山东卫视,https://php.teamv1.repl.co/bestv.php?id=sdws8m/8000000
江西卫视,https://php.teamv1.repl.co/bestv.php?id=jxws8m/8000000
河南卫视,https://php.teamv1.repl.co/bestv.php?id=hnwshd8m/8000000
河北卫视,https://php.teamv1.repl.co/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://php.teamv1.repl.co/bestv.php?id=gswshd8m/8000000
重庆卫视,https://php.teamv1.repl.co/bestv.php?id=cqws8m/8000000
东南卫视,https://php.teamv1.repl.co/bestv.php?id=dnwshd8m/8000000
云南卫视,https://php.teamv1.repl.co/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://php.teamv1.repl.co/bestv.php?id=gzwshd8m/8000000
海南卫视,https://php.teamv1.repl.co/bestv.php?id=hainanwshd8m/8000000
欢笑剧场,https://php.teamv1.repl.co/bestv.php?id=hxjc8m/8000000
劲爆体育,https://php.teamv1.repl.co/bestv.php?id=jbtyhd8m/8000000
快乐垂钓,https://php.teamv1.repl.co/bestv.php?id=klcd8m/8000000
金鹰纪实,https://php.teamv1.repl.co/bestv.php?id=jyjs8m/8000000
戏曲精选,https://php.teamv1.repl.co/bestv.php?id=xqjx8m/8000000
上海第一财经,https://php.teamv1.repl.co/bestv.php?id=dycjhd8m/8000000
上视新闻,https://php.teamv1.repl.co/bestv.php?id=xwzhhd8m/8000000
上海都市,https://php.teamv1.repl.co/bestv.php?id=dshd8m/8000000
上海纪实,https://php.teamv1.repl.co/bestv.php?id=jspdhd/4000000
东方影视,https://php.teamv1.repl.co/bestv.php?id=dfyshd8m/8000000
五星体育,https://php.teamv1.repl.co/bestv.php?id=wxtyhd8m/8000000
上视外语,https://php.teamv1.repl.co/bestv.php?id=icshd8m/8000000
七彩戏剧,https://php.teamv1.repl.co/bestv.php?id=qcxjhd8m/8000000
上海教育,https://php.teamv1.repl.co/bestv.php?id=setvhd/8000000
全纪实,https://php.teamv1.repl.co/bestv.php?id=qjshd8m/8000000
生活时尚,https://php.teamv1.repl.co/bestv.php?id=shss8m/8000000
新视觉,https://php.teamv1.repl.co/bestv.php?id=xsjhd8m/8000000
游戏风云,https://php.teamv1.repl.co/bestv.php?id=yxfy8m/8000000
热门综艺,https://php.teamv1.repl.co/bestv.php?id=rmzy8m/8000000
超级体育,https://php.teamv1.repl.co/bestv.php?id=qcsj8m/8000000
健康养生,https://php.teamv1.repl.co/bestv.php?id=jkys8m/8000000
百变课堂,https://php.teamv1.repl.co/bestv.php?id=bbkt8m/8000000
看天下精选,https://php.teamv1.repl.co/bestv.php?id=ktxjx8m/8000000
华语影院,https://php.teamv1.repl.co/bestv.php?id=hyyy8m/8000000
电竞天堂,https://php.teamv1.repl.co/bestv.php?id=djtt8m/8000000
青春动漫,https://php.teamv1.repl.co/bestv.php?id=qcdm8m/8000000
宝宝动画,https://php.teamv1.repl.co/bestv.php?id=bbdh8m/8000000
星光影院,https://php.teamv1.repl.co/bestv.php?id=xgyy8m/8000000
谍战剧场,https://php.teamv1.repl.co/bestv.php?id=dzjc8m/8000000
全球大片,https://php.teamv1.repl.co/bestv.php?id=qqdp8m/8000000
热门剧场,https://php.teamv1.repl.co/bestv.php?id=rmjc8m/8000000
陶瓷高清,https://php.teamv1.repl.co/bestv.php?id=taocihd/8000000
中国教育-1,https://php.teamv1.repl.co/bestv.php?id=zgjy1t8m/8000000
中国教育-4,https://php.teamv1.repl.co/bestv.php?id=zgjy4hd8m/8000000
卡酷少儿,https://php.teamv1.repl.co/bestv.php?id=kkse8m/8000000
纪实科教,https://php.teamv1.repl.co/bestv.php?id=dajs8m/8000000
茶频道,https://php.teamv1.repl.co/bestv.php?id=cpdhdavs8m/8000000
足球高清,https://php.teamv1.repl.co/bestv.php?id=zqpd8m/8000000
炫动卡通,https://php.teamv1.repl.co/bestv.php?id=hhxd8m/8000000
东方财经,https://php.teamv1.repl.co/bestv.php?id=dfcjhd8m/8000000
都市剧场,https://php.teamv1.repl.co/bestv.php?id=dsjc8m/8000000
动漫秀场,https://php.teamv1.repl.co/bestv.php?id=dmxc8m/8000000
法治天地,https://php.teamv1.repl.co/bestv.php?id=fztd8m/8000000
金色学堂,https://php.teamv1.repl.co/bestv.php?id=jingsepd8m/8000000
魅力足球,https://php.teamv1.repl.co/bestv.php?id=mlyyhd8m/8000000

江苏卫视,https://php.61073736.repl.co/cqyx.php?id=jiangsuHD
北京卫视,https://php.61073736.repl.co/cqyx.php?id=beijingHD
卡酷少儿,https://php.61073736.repl.co/cqyx.php?id=bjkakuSD
纪实科教,https://php.61073736.repl.co/cqyx.php?id=bjayjsSD
浙江卫视,https://php.61073736.repl.co/cqyx.php?id=zhejiangHD
东方卫视,https://php.61073736.repl.co/cqyx.php?id=shanghaiHD
深圳卫视,https://php.61073736.repl.co/cqyx.php?id=shenzhenHD
辽宁卫视,https://php.61073736.repl.co/cqyx.php?id=liaoningHD
天津卫视,https://php.61073736.repl.co/cqyx.php?id=tianjinHD
贵州卫视,https://php.61073736.repl.co/cqyx.php?id=guizhouHD
四川卫视,https://php.61073736.repl.co/cqyx.php?id=sichuanHD
云南卫视,https://php.61073736.repl.co/cqyx.php?id=yunnanSD
东南卫视,https://php.61073736.repl.co/cqyx.php?id=dongnanHD
黑龙江卫视,https://php.61073736.repl.co/cqyx.php?id=heilongjiangHD
安徽卫视,https://php.61073736.repl.co/cqyx.php?id=anhuiSD
河北卫视,https://php.61073736.repl.co/cqyx.php?id=hebeiSD
江西卫视,https://php.61073736.repl.co/cqyx.php?id=jiangxiHD
湖北卫视,https://php.61073736.repl.co/cqyx.php?id=hubeiSD
海南卫视,https://php.61073736.repl.co/cqyx.php?id=hainanSD
吉林卫视,https://php.61073736.repl.co/cqyx.php?id=jilinHD
广西卫视,https://php.61073736.repl.co/cqyx.php?id=guangxiHD
内蒙古卫视,https://php.61073736.repl.co/cqyx.php?id=neimengkuSD
湖南卫视,https://php.61073736.repl.co/cqyx.php?id=hunanHD
金鹰卡通,https://php.61073736.repl.co/cqyx.php?id=jinyingSD
广东卫视,https://php.61073736.repl.co/cqyx.php?id=guangdongHD
河南卫视,https://php.61073736.repl.co/cqyx.php?id=henanHD
山西卫视,https://php.61073736.repl.co/cqyx.php?id=shanxiSD
兵团卫视,https://php.61073736.repl.co/cqyx.php?id=bingtuanSD
宁夏卫视,https://php.61073736.repl.co/cqyx.php?id=ningxia
三沙卫视,https://php.61073736.repl.co/cqyx.php?id=sanshaSD
青海卫视,https://php.61073736.repl.co/cqyx.php?id=qinghaiSD
山东教育,https://php.61073736.repl.co/cqyx.php?id=sdjiaoyuSD
新疆卫视,https://php.61073736.repl.co/cqyx.php?id=xinjiangSD
西藏卫视,https://php.61073736.repl.co/cqyx.php?id=xizangSD
中国天气,https://php.61073736.repl.co/cqyx.php?id=tianqiSD
CHC动作电影,https://php.61073736.repl.co/cqyx.php?id=chcdzdyHD
CHC家庭影院,https://php.61073736.repl.co/cqyx.php?id=chcjtyyHD
CHC高清电影,https://php.61073736.repl.co/cqyx.php?id=chcgqdyHD
欢笑剧场4K,https://php.61073736.repl.co/cqyx.php?id=hxjc_4K
生活时尚,https://php.61073736.repl.co/cqyx.php?id=shenghuo
都市剧场,https://php.61073736.repl.co/cqyx.php?id=dsjcHD
动漫秀场,https://php.61073736.repl.co/cqyx.php?id=dmxcHD
魅力足球,https://php.61073736.repl.co/cqyx.php?id=mlzqHD
游戏风云,https://php.61073736.repl.co/cqyx.php?id=yxfyHD
求索纪录,https://php.61073736.repl.co/cqyx.php?id=qsjlHD
百姓健康,https://php.61073736.repl.co/cqyx.php?id=jiankangSD
快乐垂钓,https://php.61073736.repl.co/cqyx.php?id=klcdHD
央视文化精品,https://php.61073736.repl.co/cqyx.php?id=yswhHD
怀旧剧场,https://php.61073736.repl.co/cqyx.php?id=hjjcHD
第一剧场,https://php.61073736.repl.co/cqyx.php?id=diyijuchangHD
风云剧场,https://php.61073736.repl.co/cqyx.php?id=fyjcHD
风云音乐,https://php.61073736.repl.co/cqyx.php?id=fyyyHD
央视台球,https://php.61073736.repl.co/cqyx.php?id=ystqHD
风云足球,https://php.61073736.repl.co/cqyx.php?id=fyzqHD
高尔夫网球,https://php.61073736.repl.co/cqyx.php?id=golfHD
兵器科技,https://php.61073736.repl.co/cqyx.php?id=bqkjHD
早期教育,https://php.61073736.repl.co/cqyx.php?id=zaojiaoHD
东方财经,https://php.61073736.repl.co/cqyx.php?id=dfcj
证券服务,https://php.61073736.repl.co/cqyx.php?id=jiazheng
书画,https://php.61073736.repl.co/cqyx.php?id=shuhua
新动漫,https://php.61073736.repl.co/cqyx.php?id=dongman
国学频道,https://php.61073736.repl.co/cqyx.php?id=guoxue
优优宝贝,https://php.61073736.repl.co/cqyx.php?id=youxi
中华特产,https://php.61073736.repl.co/cqyx.php?id=techan
环球奇观,https://php.61073736.repl.co/cqyx.php?id=car
生态环境,https://php.61073736.repl.co/cqyx.php?id=shengtai
四海钓鱼,https://php.61073736.repl.co/cqyx.php?id=diaoyu
发现之旅,https://php.61073736.repl.co/cqyx.php?id=faxian
车迷,https://php.61073736.repl.co/cqyx.php?id=doxtv
法治天地,https://php.61073736.repl.co/cqyx.php?id=fazhi
金色学堂,https://php.61073736.repl.co/cqyx.php?id=jinse
收藏天下,https://php.61073736.repl.co/cqyx.php?id=soucang
财富天下,https://php.61073736.repl.co/cqyx.php?id=caifu
女性时尚,https://php.61073736.repl.co/cqyx.php?id=nvxing
中学生,https://php.61073736.repl.co/cqyx.php?id=qicai
天元围棋,https://php.61073736.repl.co/cqyx.php?id=weiqi
先锋乒羽,https://php.61073736.repl.co/cqyx.php?id=xianfeng
环球旅游,https://php.61073736.repl.co/cqyx.php?id=huanqiulvyou
老故事,https://php.61073736.repl.co/cqyx.php?id=gushi
摄影频道,https://php.61073736.repl.co/cqyx.php?id=sheying



🎡堆堆港剧,#genre#
封神榜,https://php.61073736.repl.co/huya.php?id=23749096
天地争霸美猴王,https://php.61073736.repl.co/huya.php?id=23735126
楚汉骄雄,https://php.61073736.repl.co/huya.php?id=23740156
西游记,https://php.61073736.repl.co/huya.php?id=23728660
鹿鼎记1998,https://php.61073736.repl.co/huya.php?id=23865080
法证先锋3,https://php.61073736.repl.co/huya.php?id=23863804
寻秦记,https://php.61073736.repl.co/huya.php?id=23864973
埋堆堆08,https://php.61073736.repl.co/huya.php?id=23734169
神雕侠侣,https://php.61073736.repl.co/huya.php?id=23865171
洗冤录,https://php.61073736.repl.co/huya.php?id=23903130
陀枪师姐,https://php.61073736.repl.co/huya.php?id=23860039
笑傲江湖,https://php.61073736.repl.co/huya.php?id=23865142
天龙八部,https://php.61073736.repl.co/huya.php?id=23903123
鹿鼎记1984,https://php.61073736.repl.co/huya.php?id=23734183
使徒行者,https://php.61073736.repl.co/huya.php?id=23734256
埋堆堆16,https://php.61073736.repl.co/huya.php?id=23903183
扫黄先锋,https://php.61073736.repl.co/huya.php?id=23903196
埋堆堆18,https://php.61073736.repl.co/huya.php?id=23829543
大唐双龙传,https://php.61073736.repl.co/huya.php?id=23728674
金枝欲孽,https://php.61073736.repl.co/huya.php?id=23865036
创世纪,https://php.61073736.repl.co/huya.php?id=23749083
埋堆堆22,https://php.61073736.repl.co/huya.php?id=23865164
埋堆堆23,https://php.61073736.repl.co/huya.php?id=23863818
埋堆堆24,https://php.61073736.repl.co/huya.php?id=23865058
埋堆堆25,https://php.61073736.repl.co/huya.php?id=23860049
倚天屠龙记,https://php.61073736.repl.co/huya.php?id=23734246
大时代,https://php.61073736.repl.co/huya.php?id=23865161
埋堆堆28,https://php.61073736.repl.co/huya.php?id=23746486
埋堆堆29,https://php.61073736.repl.co/huya.php?id=23829447
埋堆堆30,https://php.61073736.repl.co/huya.php?id=23863778
埋堆堆31,https://php.61073736.repl.co/huya.php?id=23734176
埋堆堆32,https://php.61073736.repl.co/huya.php?id=23863796
埋堆堆33,https://php.61073736.repl.co/huya.php?id=23734211
埋堆堆34,https://php.61073736.repl.co/huya.php?id=23865179
埋堆堆35,https://php.61073736.repl.co/huya.php?id=23749068
埋堆堆36,https://php.61073736.repl.co/huya.php?id=23863787
埋堆堆37,https://php.61073736.repl.co/huya.php?id=23824164


埋堆堆01,http://mmitv.top/pltv/huya.php?id=23749096
埋堆堆02,http://mmitv.top/pltv/huya.php?id=23735126
埋堆堆03,http://mmitv.top/pltv/huya.php?id=23740156
埋堆堆04,http://mmitv.top/pltv/huya.php?id=23728660
埋堆堆05,http://mmitv.top/pltv/huya.php?id=23865080
埋堆堆06,http://mmitv.top/pltv/huya.php?id=23863804
埋堆堆07,http://mmitv.top/pltv/huya.php?id=23864973
埋堆堆08,http://mmitv.top/pltv/huya.php?id=23734169
埋堆堆09,http://mmitv.top/pltv/huya.php?id=23865171
埋堆堆10,http://mmitv.top/pltv/huya.php?id=23903130
埋堆堆11,http://mmitv.top/pltv/huya.php?id=23860039
埋堆堆12,http://mmitv.top/pltv/huya.php?id=23865142
埋堆堆13,http://mmitv.top/pltv/huya.php?id=23903123
埋堆堆14,http://mmitv.top/pltv/huya.php?id=23734183
埋堆堆15,http://mmitv.top/pltv/huya.php?id=23734256
埋堆堆16,http://mmitv.top/pltv/huya.php?id=23903183
埋堆堆17,http://mmitv.top/pltv/huya.php?id=23903196
埋堆堆18,http://mmitv.top/pltv/huya.php?id=23829543
埋堆堆19,http://mmitv.top/pltv/huya.php?id=23728674
埋堆堆20,http://mmitv.top/pltv/huya.php?id=23865036
埋堆堆21,http://mmitv.top/pltv/huya.php?id=23749083
埋堆堆22,http://mmitv.top/pltv/huya.php?id=23865164
埋堆堆23,http://mmitv.top/pltv/huya.php?id=23863818
埋堆堆24,http://mmitv.top/pltv/huya.php?id=23865058
埋堆堆25,http://mmitv.top/pltv/huya.php?id=23860049
埋堆堆26,http://mmitv.top/pltv/huya.php?id=23734246
埋堆堆27,http://mmitv.top/pltv/huya.php?id=23865161
埋堆堆28,http://mmitv.top/pltv/huya.php?id=23746486
埋堆堆29,http://mmitv.top/pltv/huya.php?id=23829447
埋堆堆30,http://mmitv.top/pltv/huya.php?id=23863778
埋堆堆31,http://mmitv.top/pltv/huya.php?id=23734176
埋堆堆32,http://mmitv.top/pltv/huya.php?id=23863796
埋堆堆33,http://mmitv.top/pltv/huya.php?id=23734211
埋堆堆34,http://mmitv.top/pltv/huya.php?id=23865179
埋堆堆35,http://mmitv.top/pltv/huya.php?id=23749068
埋堆堆36,http://mmitv.top/pltv/huya.php?id=23863787
埋堆堆37,http://mmitv.top/pltv/huya.php?id=23824164



🌄NEW  TV,#genre#

黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/wh7f454c46tw1557894210_-694330224/ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8?icpid=3&RTS=1674385968&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb09]:80/wh7f454c46tw1557681271_-1627945614/ott.mobaibox.com/PLTV/3/224/3221227520/index.m3u8?icpid=3&RTS=1674385968&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
超级综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226009/1.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
武博世界,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw2554338791_49940138/ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
海外剧场,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/wh7f454c46tw2056934744_1249676649/ott.mobaibox.com/PLTV/3/224/3221227539/index.m3u8?icpid=3&RTS=1674386467&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1755251107_-1720510105/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8?icpid=3&RTS=1674386165&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw1555337016_-1312521077/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8?icpid=3&RTS=1674385965&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
军旅剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1755552897_-1767851709/ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8?icpid=3&RTS=1674386165&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
农业致富,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw518731977_-1157191011/ott.mobaibox.com/PLTV/3/224/3221227588/index.m3u8?icpid=3&RTS=1674380634&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
动作电影,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1555700033_-766721196/ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8?icpid=3&RTS=1674385966&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
家庭剧场,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1555906766_991991415/ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8?icpid=3&RTS=1674385966&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
怡伴健康,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1755404780_1268233995/ott.mobaibox.com/PLTV/3/224/3221227612/index.m3u8?icpid=3&RTS=1674386165&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
惊悚悬疑,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1755704917_-721741365/ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8?icpid=3&RTS=1674386166&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
明星大片,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw1933970761_1509977631/ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8?icpid=3&RTS=1674386344&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
武搏世界,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw1556325430_664703954/ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8?icpid=3&RTS=1674385966&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
潮妈辣婆,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw517872146_-1764712284/ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8?icpid=3&RTS=1674380633&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
炫舞未来,http://[2409:8087:2001:20:2800:0:df6e:eb08]:80/wh7f454c46tw519702850_-1512208436/ott.mobaibox.com/PLTV/3/224/3221227475/index.m3u8?icpid=3&RTS=1674380635&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
爱情喜剧,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw1755855416_118028847/ott.mobaibox.com/PLTV/3/224/3221227548/index.m3u8?icpid=3&RTS=1674386166&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
精品体育,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw520038825_-1252386603/ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8?icpid=3&RTS=1674380635&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
精品大剧,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw1755993626_-1194432913/ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8?icpid=3&RTS=1674386166&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
精品纪录,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw1933659217_-1788924400/ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8?icpid=3&RTS=1674386344&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
精品萌宠,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw2442197200_-2076384633/ott.mobaibox.com/PLTV/3/224/3221228430/index.m3u8?icpid=3&RTS=1674369672&from=40&popid=40&hms_devid=2292&prioritypopid=40&vqe=3
金牌综艺,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw2614190807_1624483481/ott.mobaibox.com/PLTV/3/224/3221227541/index.m3u8?icpid=3&RTS=1674387024&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
Hot风尚音乐,http://[2409:8087:7000:20:1000::22]:6060/000000001000/2000000004000000004/index.m3u8?channel-
Hot风尚音乐,http://[2409:8087:7000:20:1000::22]:6060/000000001000/5529729098703832176/index.m3u8?channel-
Hot精品剧场,http://[2409:8087:7000:20:1000::22]:6060/000000001000/2000000004000000002/index.m3u8?channel-
Hot精品剧场,http://[2409:8087:7000:20:1000::22]:6060/000000001000/8230197131234717902/index.m3u8?channel-
Hot欧美影院,http://[2409:8087:7000:20:1000::22]:6060/000000001000/2000000004000000005/index.m3u8?channel-
Hot欧美影院,http://[2409:8087:7000:20:1000::22]:6060/000000001000/7185203501769528108/index.m3u8?channel-
